Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
0,0.0,0.0,0.5875,0.0,0.0,0.1981896141019533,0,0,1
0,0.0,0.0,0.5875,0.0,0.0,0.1296647927584564,0,0,1
0,1.0,1.0,0.1375,0.5,0.3333333333333333,0.11919961886612672,0,0,1
1,0.5,0.0,0.375,0.0,0.0,0.05283468318246784,1,0,0
1,0.0,0.0,1.0,0.0,0.0,0.11434016198189613,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.027536922343973317,1,0,0
0,0.5,0.0,0.5375,0.125,0.16666666666666666,0.10004764173415912,0,0,1
0,1.0,0.0,0.6000000000000001,0.0,0.0,0.029935016674606952,0,0,1
1,0.0,0.0,0.525,0.0,0.0,0.1001905669366365,0,0,1
0,1.0,1.0,0.25,0.0,0.0,0.03301572177227251,0,0,1
1,0.5,0.0,0.775,0.0,0.0,0.040019056693663645,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.029935016674606952,0,0,1
1,0.5,1.0,0.35000000000000003,0.125,0.0,0.09147212958551691,1,0,0
1,0.0,1.0,0.48750000000000004,0.0,0.0,0.03020485945688423,0,0,1
1,1.0,1.0,0.225,0.0,0.0,0.037510052405907574,0,0,1
1,0.5,0.0,0.775,0.0,0.0,0.040019056693663645,0,0,1
0,1.0,0.0,0.30000000000000004,0.0,0.0,0.03009356836588852,0,0,1
1,0.5,1.0,0.3125,0.0,0.16666666666666666,0.09909480705097665,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.0295378751786565,0,0,1
1,0.0,1.0,0.625,0.0,0.0,0.040019056693663645,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.118151500714626,0,0,1
0,1.0,0.0,0.47500000000000003,0.0,0.0,0.026869938065745592,0,0,1
1,0.5,1.0,0.375,0.0,0.0,0.047070033349213905,0,1,0
1,0.0,1.0,0.30000000000000004,0.0,0.0,0.18867727489280608,1,0,0
0,1.0,0.0,0.375,0.0,0.0,0.0295378751786565,0,1,0
0,1.0,0.0,0.45,0.0,0.0,0.0,0,0,1
1,0.5,1.0,0.375,0.375,0.0,0.08003811338732729,0,0,1
1,1.0,1.0,0.0125,0.0,0.3333333333333333,0.05999695092901381,1,0,0
0,0.0,0.0,0.375,0.0,0.0,0.09880895664602192,0,0,1
0,1.0,1.0,0.09375,1.0,0.3333333333333333,0.26507860886136253,0,0,1
0,1.0,1.0,0.6000000000000001,0.125,0.5,0.13101476893758932,0,0,1
0,1.0,0.0,0.7000000000000001,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,0.0,0.45,0.0,0.0,0.1001905669366365,0,0,1
0,0.5,0.0,0.45,0.0,0.3333333333333333,0.09909480705097665,0,0,1
0,0.5,0.0,0.30000000000000004,0.25,0.0,0.28013339685564553,0,0,1
1,1.0,0.0,0.2625,0.0,0.0,0.029712434492615528,0,0,1
1,0.0,1.0,0.48750000000000004,0.125,0.16666666666666666,0.3169444497379704,1,0,0
1,0.0,1.0,0.4375,0.0,0.0,0.5169444497379704,0,0,1
1,0.0,1.0,0.75,0.125,0.0,0.2868032396379228,1,0,0
1,1.0,1.0,0.375,0.0,0.0,0.027552929966650784,1,0,0
1,0.0,0.0,0.5625,0.0,0.0,0.10119104335397808,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.027870414483087184,0,0,1
0,1.0,1.0,0.1,0.375,0.16666666666666666,0.08032396379228203,0,0,1
0,0.0,0.0,0.41250000000000003,0.0,0.0,0.019056693663649357,0,0,1
0,1.0,0.0,0.3125,0.0,0.0,0.029156741305383517,0,0,1
0,1.0,0.0,0.325,0.125,0.0,0.055089852310624104,1,0,0
0,0.5,0.0,0.3875,0.125,0.16666666666666666,0.10004764173415912,0,0,1
0,1.0,0.0,0.08750000000000001,0.5,0.16666666666666666,0.1110052405907575,0,1,0
1,0.0,1.0,0.1875,0.125,0.0,0.055089852310624104,0,0,1
1,0.0,1.0,0.675,0.125,0.0,0.22639352072415433,0,0,1
1,1.0,1.0,0.05,0.0,0.3333333333333333,0.08394473558837541,0,0,1
0,1.0,0.0,0.325,0.0,0.0,0.02963315864697475,0,0,1
0,0.0,1.0,0.025,0.125,0.3333333333333333,0.577608384945212,0,0,1
1,0.5,1.0,0.4375,0.0,0.0,1.0,0,0,1
1,1.0,0.0,0.36250000000000004,0.0,0.0,0.03009356836588852,1,0,0
1,0.0,1.0,0.375,0.0,0.0,0.42261381610290616,1,0,0
0,1.0,0.0,0.30000000000000004,0.0,0.0,0.027552929966650784,1,0,0
1,1.0,1.0,0.375,0.0,0.0,0.0295378751786565,0,1,0
1,0.0,1.0,0.35000000000000003,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.375,0.0,0.0,0.04954740352548832,0,0,1
1,1.0,0.0,0.3375,0.0,0.0,0.026584087660790852,0,0,1
0,1.0,0.0,0.30000000000000004,0.125,0.0,0.06136255359695093,0,0,1
0,1.0,0.0,0.625,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,1.0,0.4,0.0,0.0,0.2907735111958075,0,0,1
0,1.0,1.0,0.225,0.0,0.0,0.02572653644592663,0,1,0
1,0.5,1.0,0.45,0.0,0.0,0.04954740352548832,0,0,1
0,0.0,0.0,0.5,0.0,0.0,0.10565335874225822,1,0,0
0,0.0,0.0,0.675,0.0,0.0,0.19766555502620292,0,0,1
0,1.0,0.0,0.025,0.5,0.16666666666666666,0.15126250595521676,0,0,1
0,1.0,0.0,0.1125,0.625,0.3333333333333333,0.17875178656503096,0,0,1
1,0.0,0.0,0.21250000000000002,0.0,0.3333333333333333,0.42261381610290616,1,0,0
1,0.0,1.0,0.75,0.125,0.0,0.2868032396379228,1,0,0
0,1.0,0.0,0.28750000000000003,0.0,0.0,0.029935016674606952,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.1509290138161029,1,0,0
0,1.0,0.0,0.35000000000000003,0.125,0.0,0.06040971891376846,0,0,1
0,1.0,0.0,0.23750000000000002,0.0,0.0,0.0,0,0,1
1,0.5,0.0,0.375,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,0.0,0.037500000000000006,0.125,0.16666666666666666,0.07146260123868509,0,0,1
0,1.0,0.0,0.325,0.0,0.0,0.03009356836588852,0,0,1
1,0.0,0.0,0.325,0.0,0.0,0.11434016198189613,1,0,0
0,1.0,1.0,0.3875,0.125,0.0,0.06860409718913768,0,0,1
0,0.0,0.0,0.7000000000000001,0.0,0.0,0.10119104335397808,0,0,1
0,0.5,1.0,0.3375,0.125,0.0,0.08003811338732729,0,0,1
0,1.0,0.0,0.23750000000000002,0.0,0.0,0.03876436398284897,0,0,1
0,1.0,1.0,0.2625,0.125,0.0,0.03744640304907098,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.029935016674606952,0,0,1
1,1.0,0.0,0.325,0.0,0.0,0.21532463077656028,0,0,1
1,1.0,1.0,0.275,0.0,0.0,0.0295378751786565,0,1,0
1,1.0,0.0,0.3375,0.0,0.0,0.03301572177227251,0,0,1
0,1.0,0.0,0.5,0.0,0.0,0.027536922343973317,1,0,0
0,1.0,0.0,0.2625,0.0,0.0,0.03301572177227251,0,0,1
1,0.5,1.0,0.30000000000000004,0.125,0.3333333333333333,0.24773701762744163,0,0,1
1,0.0,1.0,0.2625,0.0,0.0,0.2971254883277751,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.027632205812291567,0,0,1
0,0.0,0.0,0.8,0.125,0.6666666666666666,1.0,0,0,1
0,1.0,0.0,0.5,0.0,0.3333333333333333,0.055264411624583135,0,0,1
1,0.0,0.0,0.35000000000000003,0.0,0.0,0.10119104335397808,0,0,1
1,0.0,1.0,0.225,0.0,0.3333333333333333,0.30357313006193426,0,0,1
1,0.5,1.0,0.17500000000000002,0.125,0.0,0.1146100047641734,1,0,0
0,1.0,1.0,0.1125,0.5,0.3333333333333333,0.11919961886612672,0,0,1
0,1.0,0.0,0.3375,0.0,0.0,0.03009356836588852,0,0,1
1,0.5,1.0,0.23750000000000002,0.0,0.0,0.09909480705097665,0,0,1
0,1.0,0.0,0.42500000000000004,0.0,0.0,0.024535493091948544,1,0,0
1,1.0,1.0,0.47500000000000003,0.125,0.8333333333333333,0.11962839447355883,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.027632205812291567,0,0,1
0,1.0,0.0,0.5625,0.0,0.0,0.026584087660790852,0,0,1
0,1.0,0.0,0.41250000000000003,0.0,0.0,0.03009356836588852,0,0,1
1,0.5,1.0,0.41250000000000003,0.0,0.3333333333333333,0.09909480705097665,0,0,1
1,0.0,1.0,0.6125,0.0,0.0,0.09882496426869938,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.8452756550738446,0,0,1
0,0.5,0.0,0.36250000000000004,0.125,0.0,0.08003811338732729,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.03620771796093378,0,0,1
1,0.5,0.0,0.0125,0.0,0.3333333333333333,0.11052882324916627,0,0,1
0,1.0,0.0,0.2,0.25,0.0,0.06860409718913768,0,0,1
0,1.0,0.0,0.30000000000000004,0.0,0.0,0.02856903287279657,0,0,1
1,0.5,0.0,0.025,0.125,0.16666666666666666,0.09909480705097665,0,0,1
1,0.0,1.0,0.45,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,1.0,0.2625,0.25,0.3333333333333333,0.13101476893758932,0,0,1
0,1.0,1.0,0.1125,0.25,0.3333333333333333,0.13101476893758932,0,0,1
1,0.5,1.0,0.6000000000000001,0.125,0.3333333333333333,0.24773701762744163,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.19056693663649357,0,0,1
0,1.0,0.0,0.5750000000000001,0.0,0.0,0.027536922343973317,1,0,0
1,1.0,0.0,0.375,0.0,0.0,0.0295378751786565,0,1,0
0,0.5,0.0,0.3375,0.0,0.0,0.09909480705097665,0,0,1
0,0.5,0.0,0.3875,0.0,0.0,0.040019056693663645,0,0,1
0,1.0,0.0,0.275,0.125,0.0,0.027632205812291567,0,0,1
1,0.5,1.0,0.05,0.0,0.16666666666666666,0.05113558837541687,0,0,1
1,1.0,1.0,0.30000000000000004,0.125,0.0,0.06040971891376846,0,0,1
1,0.5,1.0,0.0625,0.25,0.16666666666666666,0.07339990471653167,0,0,1
0,1.0,0.0,0.375,0.125,0.0,0.09204383039542638,0,1,0
1,0.0,1.0,0.5875,0.125,0.16666666666666666,0.2003018580276322,0,0,1
0,1.0,1.0,0.025,0.0,0.16666666666666666,0.03987613149118628,0,0,1
0,1.0,0.0,0.48750000000000004,0.0,0.0,0.03020485945688423,0,0,1
1,0.0,1.0,0.45,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,0.0,0.1125,0.5,0.3333333333333333,0.11962839447355883,0,0,1
1,0.0,1.0,0.675,0.125,0.0,0.22639352072415433,0,0,1
0,1.0,1.0,0.375,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,0.0,0.6125,0.125,0.0,0.2169764649833254,1,0,0
1,0.0,1.0,0.375,0.125,0.0,0.5093854216293473,0,0,1
0,1.0,0.0,0.41250000000000003,0.0,0.0,0.03298408766079085,0,0,1
1,0.0,0.0,0.1375,0.125,0.3333333333333333,0.4573606479275845,0,0,1
0,1.0,0.0,0.4,0.0,0.0,0.03009356836588852,0,0,1
0,0.5,0.0,0.325,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,1.0,0.30000000000000004,0.0,0.0,0.26412577417818006,1,0,0
0,0.5,0.0,0.23750000000000002,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.32968080038113384,0,0,1
1,0.5,1.0,0.05,0.0,0.16666666666666666,0.05113558837541687,0,0,1
1,1.0,1.0,0.05,0.0,0.3333333333333333,0.08394473558837541,0,0,1
1,0.5,1.0,0.375,0.0,0.0,0.04954740352548832,0,0,1
0,0.5,0.0,0.65,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,1.0,0.4625,0.0,0.0,0.03654121010004764,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.029935016674606952,0,0,1
0,0.5,0.0,0.4625,0.125,0.0,0.09909480705097665,0,0,1
0,1.0,0.0,0.5375,0.0,0.0,0.02458313482610767,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.16160076226774653,0,0,1
0,0.5,0.0,0.3125,0.125,0.3333333333333333,0.15847241543592186,1,0,0
0,1.0,0.0,0.2,0.125,0.5,0.13101476893758932,0,0,1
0,1.0,1.0,0.5375,0.125,1.0,0.17875178656503096,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.059075750357313,0,1,0
1,1.0,0.0,0.25,0.125,0.16666666666666666,0.05999695092901381,1,0,0
1,0.0,0.0,0.65,0.0,0.0,0.11624583134826107,0,0,1
0,0.0,0.0,0.8875000000000001,0.0,0.0,0.18867727489280608,1,0,0
0,0.0,0.0,0.375,0.0,0.0,0.1333968556455455,0,0,1
1,0.5,1.0,0.41250000000000003,0.125,0.3333333333333333,0.10576464983325393,0,0,1
1,0.5,1.0,0.21250000000000002,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,1.0,0.225,0.125,0.0,0.8671748451643639,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.05755121486422105,0,0,1
0,0.5,0.0,0.2625,0.125,0.0,0.04383039542639352,0,0,1
1,0.5,1.0,0.525,0.0,0.0,0.04954740352548832,0,0,1
0,1.0,0.0,0.4375,0.0,0.0,0.027155788470700333,0,0,1
0,0.0,0.0,0.5875,0.0,0.0,0.09752262982372557,0,0,1
1,1.0,0.0,0.325,0.0,0.0,0.07160552644116246,1,0,0
0,1.0,0.0,0.375,0.0,0.0,0.027536922343973317,1,0,0
0,1.0,0.0,0.42500000000000004,0.0,0.0,0.024757694140066698,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.118151500714626,1,0,0
0,0.0,0.0,0.5750000000000001,0.125,0.0,0.23315864697474986,0,0,1
0,0.5,0.0,0.75,0.125,0.16666666666666666,0.14864221057646498,0,0,1
1,1.0,0.0,0.2625,0.0,0.0,0.029712434492615528,0,0,1
0,1.0,1.0,0.375,0.0,0.0,0.028775607432110526,0,0,1
1,0.0,0.0,0.375,0.0,0.0,0.11319676036207717,1,0,0
0,0.5,1.0,0.7125,0.0,0.0,0.040019056693663645,0,0,1
1,1.0,0.0,0.3375,0.0,0.0,0.029712434492615528,0,0,1
0,1.0,0.0,0.2625,0.0,0.0,0.029935016674606952,0,0,1
0,1.0,0.0,0.2625,0.0,0.0,0.030681276798475467,0,0,1
1,1.0,0.0,0.25,0.0,0.0,0.027552929966650784,1,0,0
1,0.5,1.0,0.525,0.125,0.0,0.09909480705097665,0,0,1
1,0.0,1.0,0.30000000000000004,0.0,0.0,0.18867727489280608,1,0,0
0,0.0,0.0,0.5750000000000001,0.0,0.0,0.3018580276322058,1,0,0
1,1.0,1.0,0.275,0.125,0.16666666666666666,0.08521505478799428,1,0,0
0,1.0,0.0,0.325,0.25,0.0,0.03301572177227251,0,0,1
0,1.0,1.0,0.30000000000000004,0.0,0.0,0.03373034778465936,0,0,1
0,1.0,0.0,0.42500000000000004,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,1.0,0.15000000000000002,0.125,0.0,0.04284592663172939,0,0,1
1,0.0,1.0,0.5,0.125,0.16666666666666666,0.5126250595521676,1,0,0
1,0.0,1.0,0.2625,0.0,0.0,0.2971254883277751,0,0,1
1,0.0,1.0,0.375,0.125,0.0,0.19766555502620292,0,0,1
0,1.0,1.0,0.36250000000000004,0.125,0.16666666666666666,0.03987613149118628,0,0,1
0,0.0,0.0,0.8,0.0,0.0,0.09909480705097665,0,0,1
1,0.5,1.0,0.275,0.125,0.3333333333333333,0.15847241543592186,1,0,0
0,0.0,0.0,0.35000000000000003,0.125,0.0,0.3131807527393997,1,0,0
0,1.0,0.0,0.4,0.125,0.0,0.06040971891376846,0,0,1
0,0.0,0.0,0.7625000000000001,0.0,0.0,0.12318551691281561,0,0,1
0,1.0,0.0,0.275,0.0,0.0,0.028664316341114816,0,0,1
1,0.0,1.0,0.47500000000000003,0.0,0.0,0.3049070986183897,0,0,1
1,0.0,1.0,0.6375000000000001,0.125,0.0,0.2971254883277751,0,0,1
0,0.0,0.0,0.5625,0.0,0.0,0.13530252501191042,0,0,1
0,0.5,0.0,0.375,0.0,0.0,0.057360647927584565,1,0,0
1,0.0,1.0,0.4375,0.125,0.0,0.1981896141019533,0,0,1
0,0.5,0.0,0.375,0.125,0.0,0.09147212958551691,1,0,0
0,0.0,0.0,0.45,0.0,0.0,0.1529299666507861,1,0,0
1,0.5,1.0,0.21250000000000002,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,0.0,0.35000000000000003,0.0,0.0,0.10119104335397808,0,0,1
1,0.5,1.0,0.5,0.125,0.16666666666666666,0.14864221057646498,0,0,1
1,1.0,1.0,0.4375,0.125,0.16666666666666666,0.0771796093377799,0,0,1
1,0.0,1.0,0.30000000000000004,0.375,0.3333333333333333,1.0,0,0,1
1,0.0,1.0,0.17500000000000002,0.125,0.3333333333333333,0.4573606479275845,0,0,1
1,0.0,1.0,0.21250000000000002,0.125,0.0,0.21724630776560266,0,0,1
0,0.0,0.0,0.35000000000000003,0.0,0.0,0.17951405431157694,0,0,1
1,0.0,1.0,0.325,0.0,0.0,0.3005240590757503,0,0,1
0,1.0,1.0,0.5125000000000001,0.0,0.3333333333333333,0.07703668413530251,0,0,1
1,0.0,1.0,0.30000000000000004,0.375,0.3333333333333333,1.0,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.09909480705097665,0,0,1
0,0.5,0.0,0.8250000000000001,0.0,0.0,0.040019056693663645,0,0,1
1,0.0,1.0,0.375,0.0,0.0,0.047070033349213905,0,0,1
0,1.0,0.0,0.36250000000000004,0.0,0.0,0.030681276798475467,0,0,1
1,0.5,0.0,0.4,0.125,0.0,0.09909480705097665,0,0,1
1,0.5,0.0,0.525,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.42500000000000004,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.30000000000000004,0.125,0.3333333333333333,0.24773701762744163,0,0,1
1,0.0,1.0,0.23750000000000002,0.0,0.3333333333333333,0.10017455931395902,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.055264411624583135,0,0,1
1,0.0,0.0,0.5625,0.0,0.0,0.10119104335397808,0,0,1
0,1.0,0.0,0.6375000000000001,0.0,0.0,0.0295378751786565,0,0,1
0,1.0,0.0,0.375,0.25,0.0,0.08262677465459743,1,0,0
1,0.5,1.0,0.225,0.25,0.3333333333333333,1.0,0,0,1
0,0.5,0.0,0.35000000000000003,0.0,0.16666666666666666,0.12577417818008574,0,0,1
1,1.0,0.0,0.037500000000000006,0.5,0.3333333333333333,0.11962839447355883,0,0,1
0,1.0,0.0,0.3125,0.0,0.0,0.029506241067174845,0,1,0
0,1.0,1.0,0.125,0.0,0.3333333333333333,0.09204383039542638,0,0,1
0,1.0,0.0,0.23750000000000002,0.0,0.0,0.03109404478323011,0,0,1
1,1.0,0.0,0.4,0.0,0.0,0.03020485945688423,0,0,1
0,0.5,0.0,0.42500000000000004,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.35000000000000003,0.0,0.0,0.048213434969032874,0,0,1
1,0.0,1.0,0.30000000000000004,0.0,0.0,0.02721943782753692,0,0,1
1,1.0,0.0,0.375,0.0,0.0,0.027552929966650784,1,0,0
1,0.0,1.0,0.675,0.125,0.0,0.22639352072415433,0,0,1
0,1.0,0.0,0.28750000000000003,0.0,0.0,0.03515959980943306,0,0,1
1,0.5,1.0,0.45,0.0,0.0,0.04954740352548832,0,0,1
1,0.5,1.0,0.42500000000000004,0.125,0.16666666666666666,0.12386850881372082,0,0,1
1,0.0,1.0,0.4375,0.0,0.0,0.5169444497379704,0,0,1
1,0.0,0.0,1.0,0.0,0.0,0.11434016198189613,0,0,1
1,0.5,1.0,0.05,0.125,0.16666666666666666,0.06364935683658884,0,0,1
1,1.0,0.0,0.3375,0.0,0.0,0.029712434492615528,0,0,1
1,0.5,1.0,0.5125000000000001,0.0,0.16666666666666666,0.07432110528823249,0,0,1
0,1.0,0.0,0.2,0.5,0.16666666666666666,0.15126250595521676,0,0,1
1,0.0,1.0,0.28750000000000003,0.375,0.3333333333333333,1.0,0,0,1
0,0.5,0.0,0.675,0.125,0.0,0.09909480705097665,0,0,1
1,0.0,1.0,0.6125,0.125,0.0,0.339606288708909,0,0,1
1,0.0,0.0,0.75,0.125,0.16666666666666666,0.3018580276322058,1,0,0
1,0.5,1.0,0.225,0.25,0.3333333333333333,1.0,0,0,1
0,0.0,1.0,0.625,0.0,0.0,0.10943306336350642,1,0,0
0,1.0,0.0,0.2625,0.0,0.0,0.02963315864697475,0,0,1
1,0.0,0.0,0.3375,0.0,0.0,0.29244097189137686,1,0,0
0,1.0,1.0,0.5625,0.125,0.6666666666666666,0.10633635064316341,0,0,1
0,1.0,1.0,0.28750000000000003,0.0,0.0,0.03020485945688423,0,0,1
0,0.5,0.0,0.4375,0.0,0.0,0.040019056693663645,0,0,1
1,1.0,0.0,0.275,0.125,0.16666666666666666,0.05810690805145307,1,0,0
0,1.0,0.0,0.45,0.0,0.0,0.03009356836588852,0,0,1
0,0.0,0.0,0.8875000000000001,0.0,0.0,0.1320788947117675,1,0,0
0,1.0,1.0,0.3125,0.0,0.0,0.02963315864697475,0,0,1
0,1.0,0.0,0.46875,0.125,0.3333333333333333,0.08937589328251548,0,0,1
1,0.0,1.0,0.21250000000000002,0.125,0.0,0.21724630776560266,0,0,1
0,1.0,1.0,0.037500000000000006,0.375,0.16666666666666666,0.08032396379228203,0,0,1
1,0.0,0.0,0.45,0.0,0.0,0.1001905669366365,0,0,1
1,0.0,0.0,0.35000000000000003,0.0,0.0,0.10119104335397808,0,0,1
0,1.0,0.0,0.025,0.5,0.16666666666666666,0.1110052405907575,0,1,0
1,1.0,1.0,0.30000000000000004,0.125,0.0,0.06040971891376846,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.10565335874225822,1,0,0
0,0.5,0.0,0.35000000000000003,0.0,0.0,0.040019056693663645,0,0,1
0,0.0,0.0,0.375,0.0,0.0,0.1981896141019533,0,0,1
0,0.5,0.0,0.5875,0.0,0.0,0.057170080990948065,0,0,1
1,0.5,1.0,0.30000000000000004,0.0,0.0,0.04954740352548832,0,0,1
1,1.0,0.0,0.25,0.0,0.0,0.027552929966650784,1,0,0
1,0.0,0.0,0.6375000000000001,0.0,0.0,0.10119104335397808,0,0,1
1,0.5,1.0,0.525,0.125,0.0,0.09909480705097665,0,0,1
1,0.5,1.0,0.1875,0.0,0.16666666666666666,0.8054787994282991,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.055105478799428294,1,0,0
1,1.0,1.0,0.3875,0.125,0.16666666666666666,0.0782277274892806,0,0,1
0,1.0,0.0,0.2,0.0,0.0,0.030681276798475467,0,0,1
0,1.0,0.0,0.3875,0.0,0.0,0.02963315864697475,0,0,1
0,0.0,0.0,0.55,0.25,0.0,0.3430204859456884,0,1,0
1,0.0,0.0,0.21250000000000002,0.0,0.3333333333333333,0.42261381610290616,1,0,0
1,0.5,1.0,0.5,0.0,0.0,0.04954740352548832,0,0,1
1,0.0,1.0,0.4375,0.0,0.0,0.5169444497379704,0,0,1
1,0.5,1.0,0.42500000000000004,0.0,0.16666666666666666,0.08766079085278704,0,0,1
1,1.0,0.0,0.225,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,1.0,0.5,0.0,0.0,0.06002858504049547,0,0,1
0,0.5,0.0,0.36250000000000004,0.0,0.0,0.040019056693663645,0,0,1
0,1.0,1.0,0.375,0.125,0.0,0.055089852310624104,1,0,0
1,1.0,1.0,0.3875,0.0,0.0,0.033094997617913284,0,0,1
1,0.5,1.0,0.3375,0.125,0.0,0.052818675559790376,1,0,0
1,1.0,0.0,0.2625,0.0,0.0,0.029712434492615528,0,0,1
0,1.0,0.0,0.225,0.0,0.0,0.02963315864697475,0,0,1
1,0.5,1.0,0.2,0.0,0.16666666666666666,0.22097837065269174,0,0,1
0,1.0,0.0,0.375,0.0,0.0,0.029474225821819914,0,1,0
0,0.0,0.0,0.5750000000000001,0.0,0.0,0.10862315388280133,0,0,1
0,1.0,0.0,0.35000000000000003,0.0,0.0,0.03620771796093378,0,0,1
1,0.5,0.0,0.0125,0.125,0.16666666666666666,0.055264411624583135,0,0,1
1,0.0,1.0,0.65,0.125,0.0,0.298300905192949,0,0,1
0,0.5,0.0,0.55,0.125,0.0,0.09909480705097665,0,0,1
1,0.5,1.0,0.3125,0.0,0.16666666666666666,0.09909480705097665,0,0,1
0,1.0,0.0,0.3125,0.125,0.0,0.0678418294425917,0,0,1
1,1.0,0.0,0.25,0.0,0.0,0.027552929966650784,1,0,0
0,0.5,0.0,0.28750000000000003,0.25,0.16666666666666666,0.04383039542639352,0,0,1
0,0.5,0.0,0.35000000000000003,0.0,0.0,0.05145307289185326,0,0,1
0,1.0,0.0,0.225,0.0,0.0,0.0295378751786565,0,0,1
0,0.5,1.0,0.30000000000000004,0.0,0.0,0.04954740352548832,0,0,1
0,0.5,0.0,0.675,0.0,0.0,0.0533587422582182,0,0,1
0,1.0,0.0,0.4375,0.0,0.0,0.026869938065745592,0,0,1
0,1.0,0.0,0.05,0.5,0.3333333333333333,0.11919961886612672,0,0,1
0,0.0,0.0,0.5875,0.0,0.0,0.14673654121010005,0,0,1
0,0.0,0.0,0.48750000000000004,0.0,0.0,0.0,0,0,1
1,0.0,1.0,0.28750000000000003,0.375,0.3333333333333333,1.0,0,0,1
0,1.0,0.0,0.275,0.0,0.0,0.027632205812291567,0,0,1
1,0.5,1.0,0.41250000000000003,0.0,0.3333333333333333,0.09909480705097665,0,0,1
0,0.0,0.0,0.36250000000000004,0.0,0.0,0.11434016198189613,0,0,1
1,0.0,1.0,0.41250000000000003,0.125,0.0,0.3430204859456884,0,1,0
1,1.0,1.0,0.2,0.0,0.0,0.029474225821819914,0,1,0
1,0.0,1.0,0.375,0.0,0.0,0.42261381610290616,1,0,0
0,0.5,0.0,0.28750000000000003,0.0,0.0,0.040019056693663645,0,0,1
1,1.0,0.0,0.4,0.0,0.0,0.03020485945688423,0,0,1
1,1.0,0.0,0.5625,0.0,0.0,0.030681276798475467,0,0,1
1,0.0,1.0,0.275,0.0,0.0,0.577608384945212,0,0,1
1,0.0,1.0,0.30000000000000004,0.0,0.0,0.02721943782753692,0,0,1
1,0.0,0.0,0.35000000000000003,0.0,0.0,0.10119104335397808,0,0,1
1,1.0,1.0,0.7875000000000001,0.0,0.0,0.03654121010004764,0,0,1
1,1.0,1.0,0.275,0.0,0.0,0.027632205812291567,0,0,1
0,0.0,0.0,0.23750000000000002,0.125,0.0,0.20238208670795615,0,0,1
1,0.5,1.0,0.42500000000000004,0.0,0.0,0.04954740352548832,0,0,1
1,1.0,1.0,0.325,0.0,0.0,0.03020485945688423,0,0,1
0,1.0,1.0,0.375,0.0,0.0,0.029077465459742734,0,1,0
1,1.0,0.0,0.2625,0.0,0.0,0.029712434492615528,0,0,1
0,0.5,1.0,0.55,0.125,0.0,0.09909480705097665,0,0,1
1,0.0,0.0,0.375,0.0,0.0,0.11434016198189613,0,0,1
0,0.5,0.0,0.375,0.0,0.0,0.04954740352548832,0,0,1
1,0.0,0.0,0.3375,0.0,0.0,0.29244097189137686,1,0,0
0,1.0,1.0,0.35000000000000003,0.125,0.16666666666666666,0.05488327775131015,0,0,1
1,0.0,1.0,0.6000000000000001,0.0,0.0,0.10119104335397808,0,0,1
1,1.0,0.0,0.36250000000000004,0.0,0.0,0.0295378751786565,0,1,0
1,0.0,1.0,0.28750000000000003,0.125,0.0,0.4317293949499762,1,0,0
